,Nutrient nitrogen N (total) - tonnes,Nutrient phosphate P2O5 (total) - tonnes,Nutrient potash K2O (total) - tonnes,Item,Yield(tonnes/ha),Fung & Bact – Benzimidazoles,"Fung & Bact – Diazines, morpholines",Fung & Bact – Dithiocarbamates,Fung & Bact – Inorganics,Fung & Bact – Other,"Fung & Bact – Triazoles, diazoles",Herbicides – Amides,Herbicides – Carbamates,Herbicides – Dinitroanilines,Herbicides – Other,Herbicides – Phenoxy hormone products,Herbicides – Triazines,Herbicides – Urea derivates,Insecticides – Botanical products and biologicals,Insecticides – Carbamates,Insecticides – Organo-phosphates,Insecticides – Other,Insecticides – Pyrethroids,Mineral Oils,Plant Growth Regulators,Rodenticides – Other,Herbicides – Bipiridils,Herbicides – Sulfonyl ureas,Rodenticides – Anti-coagulants,yield_t-1,yield_t-2,yield_t-3
2003-01-01,1827767,284138,486464,Wheat,0.5700010000000003,49.16,655.17,2611.99,2786.63,2643.78,1078.6,2030.56,658.33,894.83,6109.07,1559.67,1444.86,2377.27,54.73,85.92,386.61,478.04,32.84,128.04,3275.93,78.82,117.49,157.45,0.1,1e-06,1.5772009999999994,0.7186010000000004
2004-01-01,1778438,302714,478415,Wheat,2.650201,81.98,828.26,1960.16,958.42,2816.43,1210.85,2116.78,602.17,1014.27,6523.4,1367.5,1674.3,2413.92,151.0,120.06,495.05,401.05,34.5,192.49,3007.76,131.51,115.21,95.36,0.1,0.5700010000000003,1e-06,1.5772009999999994
2005-01-01,1784996,273937,426111,Wheat,0.2706009999999999,62.09,773.65,2052.92,1618.71,3844.31,1189.43,2325.59,572.87,1021.06,6760.73,1354.26,1477.98,1902.01,109.7,211.46,247.44,360.88,33.83,147.8,3347.26,100.25,104.06,91.73,0.1,2.650201,0.5700010000000003,1e-06
2006-01-01,1599788,264610,442578,Wheat,0.7127010000000008,55.18,721.0,1821.52,1863.35,3809.17,1251.33,2450.6,597.58,1534.5,6952.35,1316.64,1572.02,2461.68,113.28,154.48,120.82,347.74,39.92,104.88,3229.24,115.33,68.07,109.34,0.1,0.2706009999999999,2.650201,0.5700010000000003
2007-01-01,1807176,316692,511303,Wheat,0.7375009999999999,61.21,593.04,2383.78,2044.23,3871.61,1355.51,2906.99,719.77,1009.07,7594.14,1133.07,1782.14,1814.94,168.26,129.13,293.8,701.4,77.85,121.74,2826.45,143.55,104.04,99.54,0.1,0.7127010000000008,0.2706009999999999,2.650201
2008-01-01,1550625,174345,179171,Wheat,2.103301000000001,66.04,714.68,2162.09,2357.55,4107.59,1344.57,3240.24,518.62,831.32,9572.6,914.86,1718.87,1605.44,160.37,115.63,195.9,645.55,58.12,123.02,2921.53,183.65,91.15,132.89,0.41,0.7375009999999999,0.7127010000000008,0.2706009999999999
2009-01-01,1569045,235159,362791,Wheat,0.6989009999999992,169.81,809.46,1534.54,2351.21,3852.59,1483.63,2895.95,634.27,893.97,5882.46,1604.93,1552.39,1479.22,118.89,191.22,336.08,646.68,62.69,87.57,2844.31,174.13,91.02,124.83,0.41,2.103301000000001,0.7375009999999999,0.7127010000000008
2010-01-01,1786485,286348,433743,Wheat,0.38000099999999987,118.77,739.39,1605.55,1875.52,4127.99,1199.48,3644.42,812.79,828.51,6801.31,1008.4,1793.04,1583.14,111.97,208.91,237.59,633.6,51.72,108.14,2710.49,125.96,99.95,103.44,0.04,0.6989009999999992,2.103301000000001,0.7375009999999999
2011-01-01,1640414,247080,386414,Wheat,0.7790009999999999,134.38,767.47,1480.43,2144.48,3641.63,1919.28,3594.07,866.8,829.23,7570.13,1023.31,2269.73,1517.49,155.22,234.98,79.44,553.37,86.38,110.28,3165.29,107.93,119.64,122.37,0.04,0.38000099999999987,0.6989009999999992,2.103301000000001
2012-01-01,1648828,284168,421042,Wheat,1.2944010000000004,134.88,588.52,1243.46,1920.32,3014.48,1872.51,4289.26,1020.85,890.15,8300.47,912.28,2508.61,1618.61,114.09,230.81,158.3,503.01,84.26,169.53,3233.11,159.12,125.92,165.32,0.03,0.7790009999999999,0.38000099999999987,0.6989009999999992
2013-01-01,1675289,283997,457131,Wheat,1.6438009999999996,161.4,650.0,1366.6,2165.3,3655.3,2111.0,3815.6,900.2,927.0,7150.1,1114.6,2368.3,1368.9,259.5,100.5,157.4,485.0,93.1,140.0,2885.5,78.1,81.7,108.0,0.0,1.2944010000000004,0.7790009999999999,0.38000099999999987
2014-01-01,1822791,301184,459855,Wheat,1.6088010000000004,95.23,654.85,1613.57,2746.14,4848.18,2632.58,3681.37,909.0,938.88,7379.42,1291.52,2036.57,1362.56,124.09,54.16,132.02,372.21,122.19,138.31,2220.81,95.53,100.42,117.3,0.01,1.6438009999999996,1.2944010000000004,0.7790009999999999
2015-01-01,1710616,287762,397759,Wheat,0.435201,77.7,735.09,1627.26,2592.83,4863.35,2924.24,3562.88,905.05,974.72,6352.58,952.41,1928.81,1103.62,112.19,173.04,133.03,443.66,118.73,151.78,3708.34,33.69,122.67,381.23,0.01,1.6088010000000004,1.6438009999999996,1.2944010000000004
2016-01-01,1658837,231079,430080,Wheat,0.5303010000000005,67.0,458.0,1560.0,2404.0,5304.0,2352.0,3404.0,198.0,980.0,6779.0,643.0,1753.0,1015.0,19.0,191.0,11.0,15019.0,105.0,138.0,3871.0,8.0,132.0,122.0,0.04,0.435201,1.6088010000000004,1.6438009999999996
2017-01-01,1496649,208527,391640,Wheat,0.9805010000000002,112.0,357.0,1693.0,3511.0,5418.0,2180.0,3397.0,237.0,742.0,7431.0,1257.0,2374.0,1038.0,31.0,152.0,63.0,14096.0,126.0,113.0,3381.0,3.0,144.0,113.0,0.04,0.5303010000000005,0.435201,1.6088010000000004
2018-01-01,1342284,201159,409547,Wheat,0.00650099999999995,76.0,292.0,1644.0,3313.0,4503.0,1860.0,3013.0,294.0,622.0,6306.0,790.0,2321.0,935.0,15.0,114.0,112.0,15759.0,133.0,119.0,2138.0,5.0,165.0,99.0,0.1,0.9805010000000002,0.5303010000000005,0.435201
2019-01-01,1372084,247766,419542,Wheat,1.6998009999999997,47.0,293.0,1513.0,2711.0,3953.0,1705.0,2901.0,355.0,599.0,5898.0,640.0,2306.0,1012.0,25.0,149.0,119.0,18191.0,113.0,120.0,2089.0,10.0,84.0,130.0,0.41,0.00650099999999995,0.9805010000000002,0.5303010000000005
2020-01-01,1265477,192182,446396,Wheat,1.4002009999999998,32.0,52.0,1655.0,2851.0,3180.0,1713.0,3124.0,143.0,675.0,6779.0,651.0,2433.0,665.0,20.0,86.0,0.0,20739.0,121.0,359.0,2233.0,16.0,0.0,134.0,0.1,1.6998009999999997,0.00650099999999995,0.9805010000000002
1994-01-01,1787436,451000,668000,Apples,8.281200999999998,176.0,614.0,2427.0,2078.0,1460.0,943.0,957.0,1342.0,148.0,5284.0,3040.0,384.0,3604.0,173.0,110.0,510.0,565.0,44.0,667.0,1672.0,19.0,51.0,24.0,1.0,6.629301000000001,19.267101000000004,4.037500999999998
1995-01-01,1770000,401946,649000,Apples,1e-06,184.0,1043.0,2966.0,2514.0,1629.0,1316.0,1114.0,937.0,1001.0,5662.0,2821.0,590.0,3758.0,174.0,152.0,381.0,738.0,47.0,401.0,2435.0,18.0,141.0,41.0,1.0,8.281200999999998,6.629301000000001,19.267101000000004
1996-01-01,1758008,415136,645781,Apples,8.242700999999999,173.0,1288.0,3452.0,2631.0,1767.0,1093.0,1178.0,991.0,1125.0,5942.0,2677.0,563.0,3928.0,102.0,156.0,364.0,595.0,42.0,782.0,2642.0,18.0,84.0,53.0,0.0,1e-06,8.281200999999998,6.629301000000001
1997-01-01,1788388,409536,658895,Apples,5.476601000000001,188.0,795.0,2989.0,2158.0,2111.0,1156.0,1295.0,707.0,812.0,6208.0,2593.0,392.0,4315.0,188.0,100.0,305.0,654.0,35.0,138.0,3040.0,42.0,104.0,59.0,1.0,8.242700999999999,1e-06,8.281200999999998
1998-01-01,1903017,406678,628733,Apples,11.415200999999998,223.0,1035.0,2830.0,2989.0,1788.0,1197.0,1097.0,541.0,837.0,7424.0,2541.0,390.0,4272.0,202.0,96.0,435.0,648.0,61.0,125.0,3741.0,81.0,93.0,74.0,0.0,5.476601000000001,8.242700999999999,1e-06
1999-01-01,2014010,420000,599150,Apples,13.060400999999997,228.0,1318.0,2381.0,2385.0,1789.0,1172.0,1176.0,696.0,613.0,7308.0,2465.0,358.0,3035.0,180.0,64.0,473.0,598.0,47.0,87.0,2765.0,140.0,96.0,78.0,0.0,11.415200999999998,5.476601000000001,8.242700999999999
2000-01-01,1847507,351317,543952,Apples,9.213500999999999,193.27,792.17,1871.66,3009.89,2194.46,1314.41,1959.03,802.2,668.86,6680.33,2342.78,1259.85,2708.81,86.04,106.96,449.78,705.39,32.18,84.03,2141.86,114.0,110.74,78.2,0.3,13.060400999999997,11.415200999999998,5.476601000000001
2001-01-01,1792212,315339,505862,Apples,9.533401,205.07,913.95,1438.38,1958.85,2199.62,1306.07,1773.87,316.06,776.76,6522.8,1637.69,1437.61,2302.63,61.93,112.42,393.86,714.37,26.12,90.83,2943.45,81.58,106.56,68.21,0.2,9.213500999999999,13.060400999999997,11.415200999999998
2003-01-01,1827767,284138,486464,Apples,10.368401,49.16,655.17,2611.99,2786.63,2643.78,1078.6,2030.56,658.33,894.83,6109.07,1559.67,1444.86,2377.27,54.73,85.92,386.61,478.04,32.84,128.04,3275.93,78.82,117.49,157.45,0.1,9.533401,9.213500999999999,13.060400999999997
2004-01-01,1778438,302714,478415,Apples,14.409100999999998,81.98,828.26,1960.16,958.42,2816.43,1210.85,2116.78,602.17,1014.27,6523.4,1367.5,1674.3,2413.92,151.0,120.06,495.05,401.05,34.5,192.49,3007.76,131.51,115.21,95.36,0.1,10.368401,9.533401,9.213500999999999
2005-01-01,1784996,273937,426111,Apples,11.683400999999998,62.09,773.65,2052.92,1618.71,3844.31,1189.43,2325.59,572.87,1021.06,6760.73,1354.26,1477.98,1902.01,109.7,211.46,247.44,360.88,33.83,147.8,3347.26,100.25,104.06,91.73,0.1,14.409100999999998,10.368401,9.533401
2006-01-01,1599788,264610,442578,Apples,13.272801,55.18,721.0,1821.52,1863.35,3809.17,1251.33,2450.6,597.58,1534.5,6952.35,1316.64,1572.02,2461.68,113.28,154.48,120.82,347.74,39.92,104.88,3229.24,115.33,68.07,109.34,0.1,11.683400999999998,14.409100999999998,10.368401
2007-01-01,1807176,316692,511303,Apples,17.851801000000002,61.21,593.04,2383.78,2044.23,3871.61,1355.51,2906.99,719.77,1009.07,7594.14,1133.07,1782.14,1814.94,168.26,129.13,293.8,701.4,77.85,121.74,2826.45,143.55,104.04,99.54,0.1,13.272801,11.683400999999998,14.409100999999998
2008-01-01,1550625,174345,179171,Apples,17.043501,66.04,714.68,2162.09,2357.55,4107.59,1344.57,3240.24,518.62,831.32,9572.6,914.86,1718.87,1605.44,160.37,115.63,195.9,645.55,58.12,123.02,2921.53,183.65,91.15,132.89,0.41,17.851801000000002,13.272801,11.683400999999998
2009-01-01,1569045,235159,362791,Apples,17.774501,169.81,809.46,1534.54,2351.21,3852.59,1483.63,2895.95,634.27,893.97,5882.46,1604.93,1552.39,1479.22,118.89,191.22,336.08,646.68,62.69,87.57,2844.31,174.13,91.02,124.83,0.41,17.043501,17.851801000000002,13.272801
2010-01-01,1786485,286348,433743,Apples,10.360000999999999,118.77,739.39,1605.55,1875.52,4127.99,1199.48,3644.42,812.79,828.51,6801.31,1008.4,1793.04,1583.14,111.97,208.91,237.59,633.6,51.72,108.14,2710.49,125.96,99.95,103.44,0.04,17.774501,17.043501,17.851801000000002
2011-01-01,1640414,247080,386414,Apples,12.543801,134.38,767.47,1480.43,2144.48,3641.63,1919.28,3594.07,866.8,829.23,7570.13,1023.31,2269.73,1517.49,155.22,234.98,79.44,553.37,86.38,110.28,3165.29,107.93,119.64,122.37,0.04,10.360000999999999,17.774501,17.043501
2012-01-01,1648828,284168,421042,Apples,14.852500999999998,134.88,588.52,1243.46,1920.32,3014.48,1872.51,4289.26,1020.85,890.15,8300.47,912.28,2508.61,1618.61,114.09,230.81,158.3,503.01,84.26,169.53,3233.11,159.12,125.92,165.32,0.03,12.543801,10.360000999999999,17.774501
2013-01-01,1675289,283997,457131,Apples,9.517500999999998,161.4,650.0,1366.6,2165.3,3655.3,2111.0,3815.6,900.2,927.0,7150.1,1114.6,2368.3,1368.9,259.5,100.5,157.4,485.0,93.1,140.0,2885.5,78.1,81.7,108.0,0.0,14.852500999999998,12.543801,10.360000999999999
2014-01-01,1822791,301184,459855,Apples,19.583900999999997,95.23,654.85,1613.57,2746.14,4848.18,2632.58,3681.37,909.0,938.88,7379.42,1291.52,2036.57,1362.56,124.09,54.16,132.02,372.21,122.19,138.31,2220.81,95.53,100.42,117.3,0.01,9.517500999999998,14.852500999999998,12.543801
2015-01-01,1710616,287762,397759,Apples,15.113200999999998,77.7,735.09,1627.26,2592.83,4863.35,2924.24,3562.88,905.05,974.72,6352.58,952.41,1928.81,1103.62,112.19,173.04,133.03,443.66,118.73,151.78,3708.34,33.69,122.67,381.23,0.01,19.583900999999997,9.517500999999998,14.852500999999998
2016-01-01,1658837,231079,430080,Apples,17.083700999999998,67.0,458.0,1560.0,2404.0,5304.0,2352.0,3404.0,198.0,980.0,6779.0,643.0,1753.0,1015.0,19.0,191.0,11.0,15019.0,105.0,138.0,3871.0,8.0,132.0,122.0,0.04,15.113200999999998,19.583900999999997,9.517500999999998
2017-01-01,1496649,208527,391640,Apples,1.7131010000000007,112.0,357.0,1693.0,3511.0,5418.0,2180.0,3397.0,237.0,742.0,7431.0,1257.0,2374.0,1038.0,31.0,152.0,63.0,14096.0,126.0,113.0,3381.0,3.0,144.0,113.0,0.04,17.083700999999998,15.113200999999998,19.583900999999997
2018-01-01,1342284,201159,409547,Apples,19.390400999999997,76.0,292.0,1644.0,3313.0,4503.0,1860.0,3013.0,294.0,622.0,6306.0,790.0,2321.0,935.0,15.0,114.0,112.0,15759.0,133.0,119.0,2138.0,5.0,165.0,99.0,0.1,1.7131010000000007,17.083700999999998,15.113200999999998
2019-01-01,1372084,247766,419542,Apples,13.296600999999997,47.0,293.0,1513.0,2711.0,3953.0,1705.0,2901.0,355.0,599.0,5898.0,640.0,2306.0,1012.0,25.0,149.0,119.0,18191.0,113.0,120.0,2089.0,10.0,84.0,130.0,0.41,19.390400999999997,1.7131010000000007,17.083700999999998
2020-01-01,1265477,192182,446396,Apples,14.234501,32.0,52.0,1655.0,2851.0,3180.0,1713.0,3124.0,143.0,675.0,6779.0,651.0,2433.0,665.0,20.0,86.0,0.0,20739.0,121.0,359.0,2233.0,16.0,0.0,134.0,0.1,13.296600999999997,19.390400999999997,1.7131010000000007
1995-01-01,1770000,401946,649000,Grapes,4.336801,184.0,1043.0,2966.0,2514.0,1629.0,1316.0,1114.0,937.0,1001.0,5662.0,2821.0,590.0,3758.0,174.0,152.0,381.0,738.0,47.0,401.0,2435.0,18.0,141.0,41.0,1.0,5.911301000000001,1e-06,8.230601000000002
1996-01-01,1758008,415136,645781,Grapes,2.5219010000000024,173.0,1288.0,3452.0,2631.0,1767.0,1093.0,1178.0,991.0,1125.0,5942.0,2677.0,563.0,3928.0,102.0,156.0,364.0,595.0,42.0,782.0,2642.0,18.0,84.0,53.0,0.0,4.336801,5.911301000000001,1e-06
1997-01-01,1788388,409536,658895,Grapes,3.4514010000000015,188.0,795.0,2989.0,2158.0,2111.0,1156.0,1295.0,707.0,812.0,6208.0,2593.0,392.0,4315.0,188.0,100.0,305.0,654.0,35.0,138.0,3040.0,42.0,104.0,59.0,1.0,2.5219010000000024,4.336801,5.911301000000001
1998-01-01,1903017,406678,628733,Grapes,7.786501,223.0,1035.0,2830.0,2989.0,1788.0,1197.0,1097.0,541.0,837.0,7424.0,2541.0,390.0,4272.0,202.0,96.0,435.0,648.0,61.0,125.0,3741.0,81.0,93.0,74.0,0.0,3.4514010000000015,2.5219010000000024,4.336801
1999-01-01,2014010,420000,599150,Grapes,6.576701000000001,228.0,1318.0,2381.0,2385.0,1789.0,1172.0,1176.0,696.0,613.0,7308.0,2465.0,358.0,3035.0,180.0,64.0,473.0,598.0,47.0,87.0,2765.0,140.0,96.0,78.0,0.0,7.786501,3.4514010000000015,2.5219010000000024
2000-01-01,1847507,351317,543952,Grapes,1.6216010000000007,193.27,792.17,1871.66,3009.89,2194.46,1314.41,1959.03,802.2,668.86,6680.33,2342.78,1259.85,2708.81,86.04,106.96,449.78,705.39,32.18,84.03,2141.86,114.0,110.74,78.2,0.3,6.576701000000001,7.786501,3.4514010000000015
2001-01-01,1792212,315339,505862,Grapes,3.4834010000000015,205.07,913.95,1438.38,1958.85,2199.62,1306.07,1773.87,316.06,776.76,6522.8,1637.69,1437.61,2302.63,61.93,112.42,393.86,714.37,26.12,90.83,2943.45,81.58,106.56,68.21,0.2,1.6216010000000007,6.576701000000001,7.786501
2002-01-01,1787833,327387,479673,Grapes,6.145901000000001,323.97,795.09,1814.0,2485.87,3152.39,1344.47,1831.82,570.01,680.33,6687.86,1927.08,756.6,1690.73,77.18,142.61,296.68,843.99,51.83,137.4,3146.74,106.44,114.51,69.0,0.1,3.4834010000000015,1.6216010000000007,6.576701000000001
2003-01-01,1827767,284138,486464,Grapes,2.2398010000000026,49.16,655.17,2611.99,2786.63,2643.78,1078.6,2030.56,658.33,894.83,6109.07,1559.67,1444.86,2377.27,54.73,85.92,386.61,478.04,32.84,128.04,3275.93,78.82,117.49,157.45,0.1,6.145901000000001,3.4834010000000015,1.6216010000000007
2004-01-01,1778438,302714,478415,Grapes,5.124301,81.98,828.26,1960.16,958.42,2816.43,1210.85,2116.78,602.17,1014.27,6523.4,1367.5,1674.3,2413.92,151.0,120.06,495.05,401.05,34.5,192.49,3007.76,131.51,115.21,95.36,0.1,2.2398010000000026,6.145901000000001,3.4834010000000015
2005-01-01,1784996,273937,426111,Grapes,7.213701000000001,62.09,773.65,2052.92,1618.71,3844.31,1189.43,2325.59,572.87,1021.06,6760.73,1354.26,1477.98,1902.01,109.7,211.46,247.44,360.88,33.83,147.8,3347.26,100.25,104.06,91.73,0.1,5.124301,2.2398010000000026,6.145901000000001
2006-01-01,1599788,264610,442578,Grapes,2.285401000000001,55.18,721.0,1821.52,1863.35,3809.17,1251.33,2450.6,597.58,1534.5,6952.35,1316.64,1572.02,2461.68,113.28,154.48,120.82,347.74,39.92,104.88,3229.24,115.33,68.07,109.34,0.1,7.213701000000001,5.124301,2.2398010000000026
2007-01-01,1807176,316692,511303,Grapes,6.289601000000002,61.21,593.04,2383.78,2044.23,3871.61,1355.51,2906.99,719.77,1009.07,7594.14,1133.07,1782.14,1814.94,168.26,129.13,293.8,701.4,77.85,121.74,2826.45,143.55,104.04,99.54,0.1,2.285401000000001,7.213701000000001,5.124301
2008-01-01,1550625,174345,179171,Grapes,4.092801000000001,66.04,714.68,2162.09,2357.55,4107.59,1344.57,3240.24,518.62,831.32,9572.6,914.86,1718.87,1605.44,160.37,115.63,195.9,645.55,58.12,123.02,2921.53,183.65,91.15,132.89,0.41,6.289601000000002,2.285401000000001,7.213701000000001
2009-01-01,1569045,235159,362791,Grapes,3.378801000000002,169.81,809.46,1534.54,2351.21,3852.59,1483.63,2895.95,634.27,893.97,5882.46,1604.93,1552.39,1479.22,118.89,191.22,336.08,646.68,62.69,87.57,2844.31,174.13,91.02,124.83,0.41,4.092801000000001,6.289601000000002,2.285401000000001
2010-01-01,1786485,286348,433743,Grapes,1.7874009999999998,118.77,739.39,1605.55,1875.52,4127.99,1199.48,3644.42,812.79,828.51,6801.31,1008.4,1793.04,1583.14,111.97,208.91,237.59,633.6,51.72,108.14,2710.49,125.96,99.95,103.44,0.04,3.378801000000002,4.092801000000001,6.289601000000002
2011-01-01,1640414,247080,386414,Grapes,7.588801000000003,134.38,767.47,1480.43,2144.48,3641.63,1919.28,3594.07,866.8,829.23,7570.13,1023.31,2269.73,1517.49,155.22,234.98,79.44,553.37,86.38,110.28,3165.29,107.93,119.64,122.37,0.04,1.7874009999999998,3.378801000000002,4.092801000000001
2012-01-01,1648828,284168,421042,Grapes,4.380601000000001,134.88,588.52,1243.46,1920.32,3014.48,1872.51,4289.26,1020.85,890.15,8300.47,912.28,2508.61,1618.61,114.09,230.81,158.3,503.01,84.26,169.53,3233.11,159.12,125.92,165.32,0.03,7.588801000000003,1.7874009999999998,3.378801000000002
2013-01-01,1675289,283997,457131,Grapes,3.7284010000000007,161.4,650.0,1366.6,2165.3,3655.3,2111.0,3815.6,900.2,927.0,7150.1,1114.6,2368.3,1368.9,259.5,100.5,157.4,485.0,93.1,140.0,2885.5,78.1,81.7,108.0,0.0,4.380601000000001,7.588801000000003,1.7874009999999998
2014-01-01,1822791,301184,459855,Grapes,5.5730010000000005,95.23,654.85,1613.57,2746.14,4848.18,2632.58,3681.37,909.0,938.88,7379.42,1291.52,2036.57,1362.56,124.09,54.16,132.02,372.21,122.19,138.31,2220.81,95.53,100.42,117.3,0.01,3.7284010000000007,4.380601000000001,7.588801000000003
2015-01-01,1710616,287762,397759,Grapes,4.151401000000001,77.7,735.09,1627.26,2592.83,4863.35,2924.24,3562.88,905.05,974.72,6352.58,952.41,1928.81,1103.62,112.19,173.04,133.03,443.66,118.73,151.78,3708.34,33.69,122.67,381.23,0.01,5.5730010000000005,3.7284010000000007,4.380601000000001
2016-01-01,1658837,231079,430080,Grapes,4.840801000000002,67.0,458.0,1560.0,2404.0,5304.0,2352.0,3404.0,198.0,980.0,6779.0,643.0,1753.0,1015.0,19.0,191.0,11.0,15019.0,105.0,138.0,3871.0,8.0,132.0,122.0,0.04,4.151401000000001,5.5730010000000005,3.7284010000000007
2017-01-01,1496649,208527,391640,Grapes,2.4567010000000016,112.0,357.0,1693.0,3511.0,5418.0,2180.0,3397.0,237.0,742.0,7431.0,1257.0,2374.0,1038.0,31.0,152.0,63.0,14096.0,126.0,113.0,3381.0,3.0,144.0,113.0,0.04,4.840801000000002,4.151401000000001,5.5730010000000005
2018-01-01,1342284,201159,409547,Grapes,8.485201,76.0,292.0,1644.0,3313.0,4503.0,1860.0,3013.0,294.0,622.0,6306.0,790.0,2321.0,935.0,15.0,114.0,112.0,15759.0,133.0,119.0,2138.0,5.0,165.0,99.0,0.1,2.4567010000000016,4.840801000000002,4.151401000000001
2019-01-01,1372084,247766,419542,Grapes,1.772001000000002,47.0,293.0,1513.0,2711.0,3953.0,1705.0,2901.0,355.0,599.0,5898.0,640.0,2306.0,1012.0,25.0,149.0,119.0,18191.0,113.0,120.0,2089.0,10.0,84.0,130.0,0.41,8.485201,2.4567010000000016,4.840801000000002
2020-01-01,1265477,192182,446396,Grapes,4.813601000000001,32.0,52.0,1655.0,2851.0,3180.0,1713.0,3124.0,143.0,675.0,6779.0,651.0,2433.0,665.0,20.0,86.0,0.0,20739.0,121.0,359.0,2233.0,16.0,0.0,134.0,0.1,1.772001000000002,8.485201,2.4567010000000016
